Player Name,Rank,Ranking Points,Best tournament,Second best tournament,Third best tournament
Joël van den Berg,210,123,Groningen 2023-05-27 - Place: 13 Points: 123.48,,
Leon Visser,211,123,Groningen 2023-05-27 - Place: 14 Points: 123.48,,
Roel Oldenkamp,212,123,Groningen 2023-05-27 - Place: 15 Points: 123.48,,
Daan Buiter,213,123,Groningen 2023-05-27 - Place: 16 Points: 123.48,,
Ennio Mos,214,123,Groningen 2023-05-27 - Place: 16 Points: 123.48,,
Nicole Ijff,215,117,Amsterdam 2024-01-20 - Place: 25 Points: 117.18,,
J van Wijhe,216,117,Amsterdam 2024-01-20 - Place: 26 Points: 117.18,,
Matthew Elworthy,217,117,Amsterdam 2024-01-20 - Place: 26 Points: 117.18,,
Iris Bunnig,218,117,Amsterdam 2024-01-20 - Place: 27 Points: 117.18,,
Leonoor Schiphorst,219,117,Amsterdam 2024-01-20 - Place: 27 Points: 117.18,,
Nadja van Kessel,220,117,Amsterdam 2024-01-20 - Place: 28 Points: 117.18,,
Emiel Prikkel,221,117,Amsterdam 2024-01-20 - Place: 28 Points: 117.18,,
Dario Go,222,112,Enschede 2023-04-22 - Place: 9 Points: 112.0,,
Teelke Limbeck,223,112,Enschede 2023-04-22 - Place: 10 Points: 112.0,,
Gerrit Lang,224,112,Enschede 2023-04-22 - Place: 10 Points: 112.0,,
Luuk vd Klein,225,106,Amsterdam 2023-06-17 - Place: 26 Points: 105.63,,
Daan van Velsen,226,106,Amsterdam 2023-06-17 - Place: 26 Points: 105.63,,
Jake King,227,106,Amsterdam 2023-06-17 - Place: 27 Points: 105.63,,
Klaas Weinrich,228,106,Amsterdam 2023-06-17 - Place: 27 Points: 105.63,,
Martijn Alberts,229,106,Amsterdam 2023-06-17 - Place: 28 Points: 105.63,,
Jakob Biebuyck,230,106,Amsterdam 2023-06-17 - Place: 31 Points: 105.63,,
Leon Vauterin,231,106,Amsterdam 2023-06-17 - Place: 31 Points: 105.63,,
Alexandre Tauziède,232,106,Amsterdam 2023-06-17 - Place: 32 Points: 105.63,,
Mustafa Durgun,233,106,Amsterdam 2023-06-17 - Place: 32 Points: 105.63,,
Milan Sent,234,84,Enschede 2023-04-22 - Place: 15 Points: 84.0,,
Thomas Haan,235,82,Groningen 2023-05-27 - Place: 17 Points: 82.32,,
Cristina Bogdan,236,82,Groningen 2023-05-27 - Place: 21 Points: 82.32,,
Sanne Hogesteeger,237,82,Groningen 2023-05-27 - Place: 21 Points: 82.32,,
Stan Lochtenberg,238,70,Amsterdam 2023-06-17 - Place: 33 Points: 70.42,,
Paul Schmidt,239,70,Amsterdam 2023-06-17 - Place: 33 Points: 70.42,,
Thomas Dajer,240,70,Amsterdam 2023-06-17 - Place: 34 Points: 70.42,,
Kartik Jain,241,70,Amsterdam 2023-06-17 - Place: 35 Points: 70.42,,
Anna Junk,242,70,Amsterdam 2023-06-17 - Place: 35 Points: 70.42,,
Lise Pieper,243,70,Amsterdam 2023-06-17 - Place: 36 Points: 70.42,,
Justus Urbanetz,244,70,Amsterdam 2023-06-17 - Place: 38 Points: 70.42,,
Laura Kremer,245,70,Amsterdam 2023-06-17 - Place: 38 Points: 70.42,,
Sylvester Productions,246,70,Amsterdam 2023-06-17 - Place: 39 Points: 70.42,,
Toon van Holthe,247,70,Amsterdam 2023-06-17 - Place: 41 Points: 70.42,,
Khymo Moestadja,248,70,Amsterdam 2023-06-17 - Place: 41 Points: 70.42,,
Mayu Nagayama,249,70,Amsterdam 2023-06-17 - Place: 42 Points: 70.42,,
Genta Sekine,250,70,Amsterdam 2023-06-17 - Place: 42 Points: 70.42,,
Alex Sikotorski,251,56,Enschede 2023-04-22 - Place: 18 Points: 56.0,,
Jacques P,252,56,Enschede 2023-04-22 - Place: 18 Points: 56.0,,
Joel Cetra,253,56,Enschede 2023-04-22 - Place: 19 Points: 56.0,,
Benita Hansen,254,56,Enschede 2023-04-22 - Place: 19 Points: 56.0,,
Nick Delventhal,255,56,Enschede 2023-04-22 - Place: 22 Points: 56.0,,
Ben Andres,256,56,Enschede 2023-04-22 - Place: 22 Points: 56.0,,
Arno Waszink,257,42,Enschede 2023-04-22 - Place: 25 Points: 42.0,,
Said Lachhab,258,42,Enschede 2023-04-22 - Place: 25 Points: 42.0,,
Thomas van Geest,259,42,Enschede 2023-04-22 - Place: 26 Points: 42.0,,
Lauritz Dauer,260,42,Enschede 2023-04-22 - Place: 30 Points: 42.0,,
Wouter van der Heijden,261,42,Enschede 2023-04-22 - Place: 31 Points: 42.0,,
Berend Poos,262,42,Enschede 2023-04-22 - Place: 31 Points: 42.0,,
Maximilian Knoll,263,42,Enschede 2023-04-22 - Place: 32 Points: 42.0,,
Peter Sesler,264,42,Enschede 2023-04-22 - Place: 32 Points: 42.0,,
David van Beijnhem,265,28,Enschede 2023-04-22 - Place: 33 Points: 28.0,,
Thieri Balk,266,28,Enschede 2023-04-22 - Place: 34 Points: 28.0,,
Anneke Poelen,267,28,Enschede 2023-04-22 - Place: 34 Points: 28.0,,
Joep Schotsman,268,28,Enschede 2023-04-22 - Place: 35 Points: 28.0,,
