Player Name,Rank,Ranking Points,Best tournament,Second best tournament,Third best tournament
Carel van Goch,45,1565,GroningenIndoor 2025-01-19 - Place: 3 Points: 646.8,Enschede 2025-11-30 - Place: 11 Points: 505.4,UtrechtIndoor 2025-03-15 - Place: 7 Points: 413.0
Patrick de Lange,46,1546,Utrecht 2025-07-20 - Place: 7 Points: 656.25,NK 2023-09-02 - Place: 3 Points: 478.24,Groningen 2023-05-27 - Place: 1 Points: 411.6
Steffen Gastineau,47,1544,EnschedeIndoor 2024-11-30 - Place: 6 Points: 619.5,AmsterdamIndoor 2025-02-23 - Place: 5 Points: 487.2,Amsterdam 2025-06-14 - Place: 12 Points: 436.8
Jannah Sonnenschein,48,1484,EnschedeIndoor 2024-11-30 - Place: 6 Points: 619.5,GroningenIndoor 2025-01-19 - Place: 5 Points: 485.1,Enschede 2025-11-30 - Place: 13 Points: 379.05
Mark de Jong,49,1475,NK 2023-09-02 - Place: 1 Points: 597.8,Amsterdam 2024-06-01 - Place: 7 Points: 525.0,Amsterdam 2023-06-17 - Place: 7 Points: 352.1
Niels de Jonge,50,1456,GroningenIndoor 2025-01-19 - Place: 4 Points: 565.95,Groningen 2024-05-04 - Place: 6 Points: 469.98,Amsterdam 2024-06-01 - Place: 11 Points: 420.0
Stan van der Enden,51,1445,Amsterdam 2025-06-14 - Place: 7 Points: 546.0,Enschede 2025-11-30 - Place: 12 Points: 505.4,Utrecht 2025-07-20 - Place: 13 Points: 393.75
Roos van der Donk,52,1406,EnschedeIndoor 2024-11-30 - Place: 7 Points: 516.25,Groningen 2025-05-03 - Place: 7 Points: 453.25,Amsterdam 2025-06-14 - Place: 10 Points: 436.8
Agnes Berveling,53,1353,AmsterdamIndoor 2025-02-23 - Place: 6 Points: 487.2,Groningen 2025-05-03 - Place: 8 Points: 453.25,EnschedeIndoor 2024-11-30 - Place: 10 Points: 413.0
Jonas Klimt,54,1347,Utrecht 2025-07-20 - Place: 10 Points: 525.0,NK 2024-06-29 - Place: 9 Points: 507.36,Amsterdam 2024-06-01 - Place: 14 Points: 315.0
Roos van der Wielen,55,1302,AmsterdamIndoor 2025-02-23 - Place: 1 Points: 812.0,Enschede 2025-06-01 - Place: 12 Points: 490.0,
Erik borja forschner Mitre,56,1295,NK 2025-09-13 - Place: 2 Points: 1294.65,,
Irian Baert,57,1278,Enschede 2025-06-01 - Place: 4 Points: 857.5,Amsterdam 2024-06-01 - Place: 12 Points: 420.0,
Toan Pauwels,58,1278,Enschede 2025-06-01 - Place: 4 Points: 857.5,Amsterdam 2024-06-01 - Place: 12 Points: 420.0,
Eline Meijer,59,1275,NK 2024-06-29 - Place: 7 Points: 634.2,Enschede 2024-04-06 - Place: 8 Points: 434.7,Groningen 2023-05-27 - Place: 8 Points: 205.8
Lars Jürgensen,60,1244,Amsterdam 2025-06-14 - Place: 11 Points: 436.8,UtrechtIndoor 2025-03-15 - Place: 8 Points: 413.0,Utrecht 2025-07-20 - Place: 14 Points: 393.75
Scott Beeks,61,1225,Enschede 2025-06-01 - Place: 1 Points: 1225.0,,
Sophie Bouma,62,1186,NK 2024-06-29 - Place: 7 Points: 634.2,Groningen 2024-02-11 - Place: 10 Points: 316.68,Groningen 2024-05-04 - Place: 13 Points: 234.99
Cameron Ohlson,63,1174,Groningen 2025-05-03 - Place: 6 Points: 543.9,Groningen 2024-02-11 - Place: 8 Points: 395.85,Amsterdam 2024-01-20 - Place: 13 Points: 234.36
Klara Schöttgen,64,1140,AmsterdamIndoor 2025-02-23 - Place: 3 Points: 649.6,Enschede 2025-06-01 - Place: 12 Points: 490.0,
Nele Benecke,65,1137,Enschede 2025-11-30 - Place: 2 Points: 1137.15,,
Adriaan van Gerven,66,1081,Enschede 2025-06-01 - Place: 8 Points: 612.5,Amsterdam 2024-01-20 - Place: 5 Points: 468.72,
Sanne Schra,67,1080,Groningen 2025-05-03 - Place: 6 Points: 543.9,Enschede 2025-11-30 - Place: 13 Points: 379.05,Groningen 2024-05-04 - Place: 17 Points: 156.66
Basile Vitrai,68,1065,Amsterdam 2024-06-01 - Place: 5 Points: 630.0,Enschede 2024-04-06 - Place: 8 Points: 434.7,
Ludwig Branzk,69,1061,NK 2024-06-29 - Place: 9 Points: 507.36,Amsterdam 2024-06-01 - Place: 14 Points: 315.0,NK 2023-09-02 - Place: 11 Points: 239.12
Louis Mareschal,70,1050,Amsterdam 2024-06-01 - Place: 1 Points: 1050.0,,
Solange schrijnder van Velzen,71,1026,Enschede 2025-11-30 - Place: 10 Points: 505.4,Amsterdam 2025-06-14 - Place: 10 Points: 436.8,Enschede 2023-04-22 - Place: 16 Points: 84.0
Maurice Jantjes,72,1018,Amsterdam 2023-06-17 - Place: 3 Points: 563.36,Groningen 2023-05-27 - Place: 2 Points: 370.44,Enschede 2023-04-22 - Place: 14 Points: 84.0
Adnan Jerbi,73,1014,Groningen 2024-02-11 - Place: 3 Points: 633.36,NK 2024-06-29 - Place: 14 Points: 380.52,
Marcel Michael,74,999,Enschede 2025-11-30 - Place: 8 Points: 631.75,Enschede 2025-06-01 - Place: 13 Points: 367.5,
Shauny Dieltjes,75,985,Enschede 2025-06-01 - Place: 11 Points: 490.0,Groningen 2025-05-03 - Place: 7 Points: 453.25,Enschede 2023-04-22 - Place: 27 Points: 42.0
Alberto Tiribello,76,983,Amsterdam 2025-06-14 - Place: 2 Points: 982.8,,
Gauthier Vandamme,77,945,Amsterdam 2024-06-01 - Place: 2 Points: 945.0,,
Gilles Hublet,78,945,Amsterdam 2024-06-01 - Place: 2 Points: 945.0,,
Koen Huits,79,944,Groningen 2024-02-11 - Place: 8 Points: 395.85,Groningen 2024-05-04 - Place: 12 Points: 313.32,Amsterdam 2024-01-20 - Place: 13 Points: 234.36
Rouven Felix,80,919,Utrecht 2025-07-20 - Place: 4 Points: 918.75,,
Fadri Campell,81,919,Utrecht 2025-07-20 - Place: 4 Points: 918.75,,
Maarten van Beek,82,914,NK 2024-06-29 - Place: 14 Points: 380.52,NK 2023-09-02 - Place: 8 Points: 298.9,Amsterdam 2024-01-20 - Place: 15 Points: 234.36
Ewout van den Pol,83,899,Enschede 2024-04-06 - Place: 12 Points: 347.76,NK 2023-09-02 - Place: 7 Points: 298.9,Enschede 2023-11-26 - Place: 7 Points: 252.7
Linde van Wambeke,84,865,Groningen 2024-05-04 - Place: 7 Points: 391.65,Groningen 2024-02-11 - Place: 9 Points: 316.68,Amsterdam 2024-01-20 - Place: 24 Points: 156.24
Olivier hui bon Hoa,85,840,Amsterdam 2024-06-01 - Place: 3 Points: 840.0,,
Baptiste Maison,86,813,Amsterdam 2023-06-17 - Place: 5 Points: 422.52,Amsterdam 2024-01-20 - Place: 7 Points: 390.6,
Hugues Maison,87,813,Amsterdam 2023-06-17 - Place: 5 Points: 422.52,Amsterdam 2024-01-20 - Place: 7 Points: 390.6,
Cedric Omtzigt,88,795,Enschede 2024-04-06 - Place: 12 Points: 347.76,Enschede 2025-06-01 - Place: 17 Points: 245.0,Enschede 2023-11-26 - Place: 12 Points: 202.16
Pim Jansen,89,776,EnschedeIndoor 2024-11-30 - Place: 12 Points: 413.0,Groningen 2025-05-03 - Place: 10 Points: 362.6,
Nate von der Sitt,90,758,Enschede 2025-11-30 - Place: 6 Points: 758.1,,
Frank Buigel,91,757,Groningen 2024-05-04 - Place: 12 Points: 313.32,Groningen 2024-02-11 - Place: 16 Points: 237.51,Groningen 2023-05-27 - Place: 7 Points: 205.8
Tom Ottenheim,92,741,UtrechtIndoor 2025-03-15 - Place: 6 Points: 495.6,Enschede 2025-06-01 - Place: 18 Points: 245.0,
Benjamin Gottwald,93,735,Enschede 2025-06-01 - Place: 5 Points: 735.0,,
Thomas Ungerer,94,735,Enschede 2025-06-01 - Place: 5 Points: 735.0,,
Thomas Beck,95,735,Enschede 2025-06-01 - Place: 6 Points: 735.0,,
Joeri Vlassaks,96,703,Amsterdam 2024-01-20 - Place: 2 Points: 703.08,,
Martijn Paes,97,703,Amsterdam 2024-01-20 - Place: 2 Points: 703.08,,
Ilonka Thielen,98,692,Groningen 2024-05-04 - Place: 10 Points: 313.32,Groningen 2024-02-11 - Place: 13 Points: 237.51,Amsterdam 2023-06-17 - Place: 20 Points: 140.84
Jessica Borgers,99,657,Amsterdam 2024-01-20 - Place: 6 Points: 468.72,Amsterdam 2023-06-17 - Place: 28 Points: 105.63,Groningen 2023-05-27 - Place: 19 Points: 82.32
Jeremy Roth,100,655,Amsterdam 2025-06-14 - Place: 5 Points: 655.2,,
Tanja Henrich,101,655,Amsterdam 2025-06-14 - Place: 5 Points: 655.2,,
Emil Wirsing,102,650,AmsterdamIndoor 2025-02-23 - Place: 3 Points: 649.6,,
Oriol Gonzalez,103,634,Amsterdam 2023-06-17 - Place: 2 Points: 633.78,,
Tavo Garcia,104,634,Amsterdam 2023-06-17 - Place: 2 Points: 633.78,,
Ulysse Couturier,105,630,Amsterdam 2024-06-01 - Place: 5 Points: 630.0,,
Beau Dysserinck,106,613,Enschede 2025-06-01 - Place: 8 Points: 612.5,,
Stijn Bakker,107,596,Amsterdam 2024-06-01 - Place: 9 Points: 420.0,NK 2023-09-02 - Place: 18 Points: 119.56,Enschede 2023-04-22 - Place: 23 Points: 56.0
Remco Klaasman,108,585,AmsterdamIndoor 2025-02-23 - Place: 8 Points: 406.0,NK 2023-09-02 - Place: 16 Points: 179.34,
Yorik Maatman,109,581,Groningen 2024-02-11 - Place: 10 Points: 316.68,Amsterdam 2023-06-17 - Place: 17 Points: 140.84,Groningen 2023-05-27 - Place: 13 Points: 123.48
Wouter van Tongeren,110,578,UtrechtIndoor 2025-03-15 - Place: 4 Points: 578.2,,
Jorge Donayre,111,563,Amsterdam 2023-06-17 - Place: 3 Points: 563.36,,
Miguel Dionisio,112,553,Enschede 2025-11-30 - Place: 14 Points: 379.05,Enschede 2024-04-06 - Place: 17 Points: 173.88,
Lavinia Damaschin,113,550,Groningen 2024-05-04 - Place: 8 Points: 391.65,Groningen 2024-02-11 - Place: 19 Points: 158.34,
Thomas Turner,114,547,Amsterdam 2024-01-20 - Place: 4 Points: 546.84,,
Jonas Adriaenssens,115,547,Amsterdam 2024-01-20 - Place: 4 Points: 546.84,,
Luuk Schotsman,116,530,NK 2025-09-13 - Place: 13 Points: 431.55,Amsterdam 2023-06-17 - Place: 39 Points: 70.42,Enschede 2023-04-22 - Place: 35 Points: 28.0
Noah Mensch,117,525,Amsterdam 2024-06-01 - Place: 8 Points: 525.0,,
Albert Gracia,118,516,EnschedeIndoor 2024-11-30 - Place: 8 Points: 516.25,,
Tim van Caubergh,119,511,Groningen 2023-05-27 - Place: 2 Points: 370.44,Amsterdam 2023-06-17 - Place: 21 Points: 140.84,
Jannes de Meyer,120,493,Amsterdam 2023-06-17 - Place: 4 Points: 492.94,,
Tuur Demaegdt,121,493,Amsterdam 2023-06-17 - Place: 4 Points: 492.94,,
Pieter van der Plas,122,493,NK 2024-06-29 - Place: 18 Points: 253.68,NK 2023-09-02 - Place: 9 Points: 239.12,
Konradin Müskens,123,487,Enschede 2024-04-06 - Place: 15 Points: 260.82,Amsterdam 2024-01-20 - Place: 18 Points: 156.24,Amsterdam 2023-06-17 - Place: 37 Points: 70.42
Bart Haddink,124,481,Groningen 2024-02-11 - Place: 11 Points: 316.68,Groningen 2023-05-27 - Place: 10 Points: 164.64,
Oscar Stolk,125,472,Groningen 2024-02-11 - Place: 14 Points: 237.51,Amsterdam 2024-01-20 - Place: 14 Points: 234.36,
Dante Vanderveken,126,469,Amsterdam 2024-01-20 - Place: 5 Points: 468.72,,
Yannick Onstenk,127,437,Groningen 2024-05-04 - Place: 10 Points: 313.32,Groningen 2023-05-27 - Place: 14 Points: 123.48,
Benedikt Meylahn,128,437,Amsterdam 2025-06-14 - Place: 11 Points: 436.8,,
Knut Satrang,129,437,Amsterdam 2025-06-14 - Place: 12 Points: 436.8,,
Suzanne Slob,130,413,EnschedeIndoor 2024-11-30 - Place: 9 Points: 413.0,,
Jasper Zeevaarder,131,413,EnschedeIndoor 2024-11-30 - Place: 11 Points: 413.0,,
Roel van Gerner,132,413,EnschedeIndoor 2024-11-30 - Place: 12 Points: 413.0,,
Burag Hançer,133,413,UtrechtIndoor 2025-03-15 - Place: 8 Points: 413.0,,
Han Holtmann,134,406,AmsterdamIndoor 2025-02-23 - Place: 7 Points: 406.0,,
Patrick Costa,135,406,AmsterdamIndoor 2025-02-23 - Place: 7 Points: 406.0,,
Milan Klaasman,136,406,AmsterdamIndoor 2025-02-23 - Place: 8 Points: 406.0,,
Adam Drong,137,402,Enschede 2025-06-01 - Place: 19 Points: 245.0,Groningen 2024-05-04 - Place: 18 Points: 156.66,
Annabel Beiner,138,395,Groningen 2024-05-04 - Place: 19 Points: 156.66,Amsterdam 2024-01-20 - Place: 24 Points: 156.24,Groningen 2023-05-27 - Place: 20 Points: 82.32
Quinten van Duin,139,394,Groningen 2024-02-11 - Place: 15 Points: 237.51,Amsterdam 2024-01-20 - Place: 19 Points: 156.24,
Niels van Weerdenburg,140,394,Groningen 2024-02-11 - Place: 15 Points: 237.51,Amsterdam 2024-01-20 - Place: 22 Points: 156.24,
Hauke Moeschke,141,392,Groningen 2024-05-04 - Place: 7 Points: 391.65,,
Britt Vankemenade,142,391,Amsterdam 2024-01-20 - Place: 8 Points: 390.6,,
Marie-alexia Teisseyre,143,391,Amsterdam 2024-01-20 - Place: 8 Points: 390.6,,
Bas Cornelissen,144,381,NK 2024-06-29 - Place: 13 Points: 380.52,,
Daan Beelen,145,381,NK 2024-06-29 - Place: 13 Points: 380.52,,
Ben ten Berge,146,380,NK 2023-09-02 - Place: 9 Points: 239.12,Amsterdam 2023-06-17 - Place: 24 Points: 140.84,
Teodor Constantinescu,147,379,Enschede 2025-11-30 - Place: 14 Points: 379.05,,
Maximilian Kamphoff,148,368,Enschede 2025-06-01 - Place: 13 Points: 367.5,,
Patrick Friebe,149,368,Enschede 2025-06-01 - Place: 16 Points: 367.5,,
Tessel van Manen,150,366,Amsterdam 2024-06-01 - Place: 18 Points: 210.0,Amsterdam 2024-01-20 - Place: 20 Points: 156.24,
Tabriz Popatia,151,352,Amsterdam 2023-06-17 - Place: 8 Points: 352.1,,
Paul Volle,152,352,Amsterdam 2023-06-17 - Place: 8 Points: 352.1,,
Tom Caniels,153,331,Enschede 2024-04-06 - Place: 15 Points: 260.82,Amsterdam 2023-06-17 - Place: 37 Points: 70.42,
Daniel Horn,154,320,NK 2023-09-02 - Place: 13 Points: 179.34,Amsterdam 2023-06-17 - Place: 18 Points: 140.84,
Adéla Janků,155,317,Groningen 2024-02-11 - Place: 12 Points: 316.68,,
Mathias Gerstner,156,315,Amsterdam 2024-06-01 - Place: 13 Points: 315.0,,
Matthijs G,157,315,Groningen 2024-02-11 - Place: 18 Points: 158.34,Groningen 2024-05-04 - Place: 17 Points: 156.66,
Johannes Lang,158,288,Groningen 2023-05-27 - Place: 4 Points: 288.12,,
Lukas Donovan,159,280,Enschede 2023-04-22 - Place: 1 Points: 280.0,,
Birk Warnecke,160,280,Enschede 2023-04-22 - Place: 1 Points: 280.0,,
Shannon Dieltjes,161,277,Groningen 2024-05-04 - Place: 14 Points: 234.99,Enschede 2023-04-22 - Place: 27 Points: 42.0,
Rowan Westerduin,162,254,NK 2024-06-29 - Place: 17 Points: 253.68,,
Niels van Oostrum,163,254,NK 2024-06-29 - Place: 17 Points: 253.68,,
Bas Rudolphy,164,254,NK 2024-06-29 - Place: 18 Points: 253.68,,
Liam van Hees,165,254,NK 2024-06-29 - Place: 19 Points: 253.68,,
Stef Boot,166,254,NK 2024-06-29 - Place: 19 Points: 253.68,,
Tom Gobee,167,254,NK 2024-06-29 - Place: 20 Points: 253.68,,
Thomas van Echtelt,168,254,NK 2024-06-29 - Place: 20 Points: 253.68,,
Gijs Kamperman,169,245,Enschede 2025-06-01 - Place: 19 Points: 245.0,,
Martin Sievert,170,239,NK 2023-09-02 - Place: 11 Points: 239.12,,
Florian Verduijn,171,238,Groningen 2024-02-11 - Place: 14 Points: 237.51,,
Aart jan Lenstra,172,238,Groningen 2024-02-11 - Place: 16 Points: 237.51,,
Franka tabitha Etzel,173,235,Groningen 2024-05-04 - Place: 15 Points: 234.99,,
Lorenz Theobold,174,235,Groningen 2024-05-04 - Place: 15 Points: 234.99,,
Twan Schoonen,175,234,Amsterdam 2024-01-20 - Place: 14 Points: 234.36,,
Casper Zomerdijk,176,234,Amsterdam 2024-01-20 - Place: 15 Points: 234.36,,
David Geld,177,224,Enschede 2023-04-22 - Place: 3 Points: 224.0,,
Louis Blum,178,224,Enschede 2023-04-22 - Place: 3 Points: 224.0,,
Ruben Soerel,179,211,Amsterdam 2023-06-17 - Place: 13 Points: 211.26,,
Tomas Juch,180,211,Amsterdam 2023-06-17 - Place: 13 Points: 211.26,,
Jim Buhler,181,211,Amsterdam 2023-06-17 - Place: 14 Points: 211.26,,
Gadiel Rachelson,182,211,Amsterdam 2023-06-17 - Place: 14 Points: 211.26,,
Anicea Saliba,183,210,Amsterdam 2024-06-01 - Place: 17 Points: 210.0,,
Dennis Erlenbusch,184,202,Enschede 2023-11-26 - Place: 9 Points: 202.16,,
Anna We,185,202,Enschede 2023-11-26 - Place: 9 Points: 202.16,,
Lorenzo Palm,186,202,Enschede 2023-11-26 - Place: 10 Points: 202.16,,
Ben Frischen,187,202,Enschede 2023-11-26 - Place: 10 Points: 202.16,,
Vishesh Sawhney,188,188,Amsterdam 2024-01-20 - Place: 25 Points: 117.18,Amsterdam 2023-06-17 - Place: 34 Points: 70.42,
Teo Constantinescu,189,174,Enschede 2024-04-06 - Place: 17 Points: 173.88,,
Konstantin Dimov,190,169,Amsterdam 2023-06-17 - Place: 23 Points: 140.84,Enschede 2023-04-22 - Place: 33 Points: 28.0,
Kolja Jannes,191,168,Enschede 2023-04-22 - Place: 5 Points: 168.0,,
Lennart Wiepking,192,168,Enschede 2023-04-22 - Place: 5 Points: 168.0,,
David Moulin,193,165,Groningen 2023-05-27 - Place: 12 Points: 164.64,,
Milan Battistella,194,162,Amsterdam 2023-06-17 - Place: 30 Points: 105.63,Enschede 2023-04-22 - Place: 20 Points: 56.0,
Franka Etzel,195,158,Groningen 2024-02-11 - Place: 17 Points: 158.34,,
Lorenz Theobald,196,158,Groningen 2024-02-11 - Place: 17 Points: 158.34,,
Bauke van der Kooij,197,158,Groningen 2024-02-11 - Place: 18 Points: 158.34,,
Marian Haydn,198,158,Groningen 2024-02-11 - Place: 19 Points: 158.34,,
Guillaume Paris,199,157,Groningen 2024-05-04 - Place: 18 Points: 156.66,,
Lieze Dockx,200,156,Amsterdam 2024-01-20 - Place: 17 Points: 156.24,,
Pieter-jan Zwaan,201,156,Amsterdam 2024-01-20 - Place: 17 Points: 156.24,,
Gijs van Gerwen,202,156,Amsterdam 2024-01-20 - Place: 18 Points: 156.24,,
Singrid feitosa Alexandrino,203,156,Amsterdam 2024-01-20 - Place: 19 Points: 156.24,,
Remy Rousselle,204,156,Amsterdam 2024-01-20 - Place: 21 Points: 156.24,,
Antoine Sapena,205,156,Amsterdam 2024-01-20 - Place: 21 Points: 156.24,,
Rianne Voerman,206,156,Amsterdam 2024-01-20 - Place: 22 Points: 156.24,,
Steven Biemans,207,156,Amsterdam 2024-01-20 - Place: 23 Points: 156.24,,
