Player Name,Rank,Ranking Points,Best tournament,Second best tournament,Third best tournament
Luuk vd Klein,214,158,Amsterdam 2023-06-17 - Place: 26 Points: 158.44,,
Daan van Velsen,215,158,Amsterdam 2023-06-17 - Place: 26 Points: 158.44,,
Jake King,216,158,Amsterdam 2023-06-17 - Place: 27 Points: 158.44,,
Klaas Weinrich,217,158,Amsterdam 2023-06-17 - Place: 27 Points: 158.44,,
Martijn Alberts,218,158,Amsterdam 2023-06-17 - Place: 28 Points: 158.44,,
Jakob Biebuyck,219,158,Amsterdam 2023-06-17 - Place: 31 Points: 158.44,,
Leon Vauterin,220,158,Amsterdam 2023-06-17 - Place: 31 Points: 158.44,,
Alexandre Tauziède,221,158,Amsterdam 2023-06-17 - Place: 32 Points: 158.44,,
Mustafa Durgun,222,158,Amsterdam 2023-06-17 - Place: 32 Points: 158.44,,
Nicole Ijff,223,156,Amsterdam 2024-01-20 - Place: 25 Points: 156.24,,
J van Wijhe,224,156,Amsterdam 2024-01-20 - Place: 26 Points: 156.24,,
Matthew Elworthy,225,156,Amsterdam 2024-01-20 - Place: 26 Points: 156.24,,
Iris Bunnig,226,156,Amsterdam 2024-01-20 - Place: 27 Points: 156.24,,
Leonoor Schiphorst,227,156,Amsterdam 2024-01-20 - Place: 27 Points: 156.24,,
Nadja van Kessel,228,156,Amsterdam 2024-01-20 - Place: 28 Points: 156.24,,
Emiel Prikkel,229,156,Amsterdam 2024-01-20 - Place: 28 Points: 156.24,,
Mika Mundo,230,140,Enschede 2023-04-22 - Place: 7 Points: 140.0,,
Thomas Roine,231,140,Enschede 2023-04-22 - Place: 7 Points: 140.0,,
Luuk Schotsman,232,134,Amsterdam 2023-06-17 - Place: 39 Points: 105.63,Enschede 2023-04-22 - Place: 35 Points: 28.0,
Jan Derksen,233,124,Groningen 2023-05-27 - Place: 18 Points: 82.32,Enschede 2023-04-22 - Place: 30 Points: 42.0,
Joël van den Berg,234,123,Groningen 2023-05-27 - Place: 13 Points: 123.48,,
Leon Visser,235,123,Groningen 2023-05-27 - Place: 14 Points: 123.48,,
Roel Oldenkamp,236,123,Groningen 2023-05-27 - Place: 15 Points: 123.48,,
Daan Buiter,237,123,Groningen 2023-05-27 - Place: 16 Points: 123.48,,
Ennio Mos,238,123,Groningen 2023-05-27 - Place: 16 Points: 123.48,,
Dario Go,239,112,Enschede 2023-04-22 - Place: 9 Points: 112.0,,
Teelke Limbeck,240,112,Enschede 2023-04-22 - Place: 10 Points: 112.0,,
Gerrit Lang,241,112,Enschede 2023-04-22 - Place: 10 Points: 112.0,,
Stan Lochtenberg,242,106,Amsterdam 2023-06-17 - Place: 33 Points: 105.63,,
Paul Schmidt,243,106,Amsterdam 2023-06-17 - Place: 33 Points: 105.63,,
Thomas Dajer,244,106,Amsterdam 2023-06-17 - Place: 34 Points: 105.63,,
Kartik Jain,245,106,Amsterdam 2023-06-17 - Place: 35 Points: 105.63,,
Justus Urbanetz,246,106,Amsterdam 2023-06-17 - Place: 38 Points: 105.63,,
Laura Kremer,247,106,Amsterdam 2023-06-17 - Place: 38 Points: 105.63,,
Sylvester Productions,248,106,Amsterdam 2023-06-17 - Place: 39 Points: 105.63,,
Toon van Holthe,249,106,Amsterdam 2023-06-17 - Place: 41 Points: 105.63,,
Khymo Moestadja,250,106,Amsterdam 2023-06-17 - Place: 41 Points: 105.63,,
Mayu Nagayama,251,106,Amsterdam 2023-06-17 - Place: 42 Points: 105.63,,
Genta Sekine,252,106,Amsterdam 2023-06-17 - Place: 42 Points: 105.63,,
Milan Sent,253,84,Enschede 2023-04-22 - Place: 15 Points: 84.0,,
Thomas Haan,254,82,Groningen 2023-05-27 - Place: 17 Points: 82.32,,
Cristina Bogdan,255,82,Groningen 2023-05-27 - Place: 21 Points: 82.32,,
Alex Sikotorski,256,56,Enschede 2023-04-22 - Place: 18 Points: 56.0,,
Jacques P,257,56,Enschede 2023-04-22 - Place: 18 Points: 56.0,,
Joel Cetra,258,56,Enschede 2023-04-22 - Place: 19 Points: 56.0,,
Benita Hansen,259,56,Enschede 2023-04-22 - Place: 19 Points: 56.0,,
Nick Delventhal,260,56,Enschede 2023-04-22 - Place: 22 Points: 56.0,,
Ben Andres,261,56,Enschede 2023-04-22 - Place: 22 Points: 56.0,,
Arno Waszink,262,42,Enschede 2023-04-22 - Place: 25 Points: 42.0,,
Said Lachhab,263,42,Enschede 2023-04-22 - Place: 25 Points: 42.0,,
Thomas van Geest,264,42,Enschede 2023-04-22 - Place: 26 Points: 42.0,,
Lauritz Dauer,265,42,Enschede 2023-04-22 - Place: 30 Points: 42.0,,
Wouter van der Heijden,266,42,Enschede 2023-04-22 - Place: 31 Points: 42.0,,
Berend Poos,267,42,Enschede 2023-04-22 - Place: 31 Points: 42.0,,
Maximilian Knoll,268,42,Enschede 2023-04-22 - Place: 32 Points: 42.0,,
Peter Sesler,269,42,Enschede 2023-04-22 - Place: 32 Points: 42.0,,
David van Beijnhem,270,28,Enschede 2023-04-22 - Place: 33 Points: 28.0,,
Thieri Balk,271,28,Enschede 2023-04-22 - Place: 34 Points: 28.0,,
Anneke Poelen,272,28,Enschede 2023-04-22 - Place: 34 Points: 28.0,,
Joep Schotsman,273,28,Enschede 2023-04-22 - Place: 35 Points: 28.0,,
