Player Name,Rank,Ranking Points,Best tournament,Second best tournament,Third best tournament
Mayu Nagayama,227,106,Amsterdam 2023-06-17 - Place: 42 Points: 105.63,,
Genta Sekine,228,106,Amsterdam 2023-06-17 - Place: 42 Points: 105.63,,
Alex Sikotorski,229,84,Enschede 2023-04-22 - Place: 18 Points: 84.0,,
Jacques P,230,84,Enschede 2023-04-22 - Place: 18 Points: 84.0,,
Joel Cetra,231,84,Enschede 2023-04-22 - Place: 19 Points: 84.0,,
Benita Hansen,232,84,Enschede 2023-04-22 - Place: 19 Points: 84.0,,
Nick Delventhal,233,84,Enschede 2023-04-22 - Place: 22 Points: 84.0,,
Ben Andres,234,84,Enschede 2023-04-22 - Place: 22 Points: 84.0,,
Arno Waszink,235,63,Enschede 2023-04-22 - Place: 25 Points: 63.0,,
Said Lachhab,236,63,Enschede 2023-04-22 - Place: 25 Points: 63.0,,
Thomas van Geest,237,63,Enschede 2023-04-22 - Place: 26 Points: 63.0,,
Shauny Dieltjes,238,63,Enschede 2023-04-22 - Place: 27 Points: 63.0,,
Lauritz Dauer,239,63,Enschede 2023-04-22 - Place: 30 Points: 63.0,,
Wouter van der Heijden,240,63,Enschede 2023-04-22 - Place: 31 Points: 63.0,,
Berend Poos,241,63,Enschede 2023-04-22 - Place: 31 Points: 63.0,,
Maximilian Knoll,242,63,Enschede 2023-04-22 - Place: 32 Points: 63.0,,
Peter Sesler,243,63,Enschede 2023-04-22 - Place: 32 Points: 63.0,,
David van Beijnhem,244,42,Enschede 2023-04-22 - Place: 33 Points: 42.0,,
Thieri Balk,245,42,Enschede 2023-04-22 - Place: 34 Points: 42.0,,
Anneke Poelen,246,42,Enschede 2023-04-22 - Place: 34 Points: 42.0,,
Joep Schotsman,247,42,Enschede 2023-04-22 - Place: 35 Points: 42.0,,
