Player Name,Rank,Ranking Points,Best tournament,Second best tournament,Third best tournament
Niels de Jonge,32,1796,NK 2023-09-02 - Place: 4 Points: 655.62,Groningen 2024-05-04 - Place: 6 Points: 601.44,GroningenIndoor 2025-01-19 - Place: 4 Points: 539.0
Nicolas Manneback,33,1768,Groningen 2024-02-11 - Place: 5 Points: 655.2,NK 2024-06-29 - Place: 10 Points: 613.2,Amsterdam 2024-01-20 - Place: 12 Points: 499.52
Steffen Gastineau,34,1745,AmsterdamIndoor 2025-02-23 - Place: 5 Points: 640.5,EnschedeIndoor 2024-11-30 - Place: 6 Points: 625.8,Amsterdam 2025-06-14 - Place: 12 Points: 478.8
Koen Franken,35,1745,AmsterdamIndoor 2025-02-23 - Place: 6 Points: 640.5,GroningenIndoor 2025-01-19 - Place: 3 Points: 616.0,Groningen 2025-05-03 - Place: 8 Points: 488.25
Daniel Peereboom,36,1712,Groningen 2024-05-04 - Place: 6 Points: 601.44,Enschede 2025-06-01 - Place: 10 Points: 571.2,GroningenIndoor 2025-01-19 - Place: 4 Points: 539.0
Patrick de Lange,37,1705,NK 2023-09-02 - Place: 3 Points: 749.28,Amsterdam 2023-06-17 - Place: 9 Points: 491.4,Groningen 2023-05-27 - Place: 1 Points: 464.8
Lars Bouma,38,1671,Amsterdam 2025-06-14 - Place: 7 Points: 598.5,Enschede 2025-06-01 - Place: 10 Points: 571.2,Groningen 2024-05-04 - Place: 8 Points: 501.2
Omar el Tambouli,39,1647,UtrechtIndoor 2025-03-15 - Place: 1 Points: 910.0,Amsterdam 2024-01-20 - Place: 16 Points: 374.64,Enschede 2024-04-06 - Place: 13 Points: 362.04
Roos van der Wielen,40,1639,AmsterdamIndoor 2025-02-23 - Place: 1 Points: 1067.5,Enschede 2025-06-01 - Place: 12 Points: 571.2,
Niels Kadijk,41,1616,UtrechtIndoor 2025-03-15 - Place: 3 Points: 728.0,NK 2024-06-29 - Place: 16 Points: 459.9,Enschede 2025-06-01 - Place: 14 Points: 428.4
Eline Meijer,42,1616,NK 2024-06-29 - Place: 7 Points: 766.5,Enschede 2024-04-06 - Place: 8 Points: 603.4,Amsterdam 2023-06-17 - Place: 22 Points: 245.7
Lauri Schippers,43,1594,Groningen 2025-05-03 - Place: 5 Points: 585.9,UtrechtIndoor 2025-03-15 - Place: 5 Points: 546.0,GroningenIndoor 2025-01-19 - Place: 5 Points: 462.0
Maurice Jantjes,44,1561,Amsterdam 2023-06-17 - Place: 3 Points: 982.8,Groningen 2023-05-27 - Place: 2 Points: 418.32,Enschede 2023-04-22 - Place: 14 Points: 159.6
Jacob Franssen,45,1552,Groningen 2024-02-11 - Place: 7 Points: 546.0,UtrechtIndoor 2025-03-15 - Place: 6 Points: 546.0,NK 2024-06-29 - Place: 16 Points: 459.9
Fabian van Hummel,46,1548,Groningen 2025-05-03 - Place: 1 Points: 976.5,Enschede 2025-06-01 - Place: 11 Points: 571.2,
Agnes Berveling,47,1546,AmsterdamIndoor 2025-02-23 - Place: 6 Points: 640.5,Groningen 2025-05-03 - Place: 8 Points: 488.25,EnschedeIndoor 2024-11-30 - Place: 10 Points: 417.2
Irian Baert,48,1529,Enschede 2025-06-01 - Place: 4 Points: 999.6,Amsterdam 2024-06-01 - Place: 12 Points: 529.76,
Toan Pauwels,49,1529,Enschede 2025-06-01 - Place: 4 Points: 999.6,Amsterdam 2024-06-01 - Place: 12 Points: 529.76,
Cameron Ohlson,50,1507,Groningen 2025-05-03 - Place: 6 Points: 585.9,Groningen 2024-02-11 - Place: 8 Points: 546.0,Amsterdam 2024-01-20 - Place: 13 Points: 374.64
Sophie Bouma,51,1504,NK 2024-06-29 - Place: 7 Points: 766.5,Groningen 2024-02-11 - Place: 10 Points: 436.8,Groningen 2024-05-04 - Place: 13 Points: 300.72
Roos van der Donk,52,1492,EnschedeIndoor 2024-11-30 - Place: 7 Points: 521.5,Groningen 2025-05-03 - Place: 7 Points: 488.25,Enschede 2024-04-06 - Place: 11 Points: 482.72
Carel van Goch,53,1472,GroningenIndoor 2025-01-19 - Place: 3 Points: 616.0,UtrechtIndoor 2025-03-15 - Place: 7 Points: 455.0,Groningen 2024-05-04 - Place: 11 Points: 400.96
Adriaan van Gerven,54,1463,Amsterdam 2024-01-20 - Place: 5 Points: 749.28,Enschede 2025-06-01 - Place: 8 Points: 714.0,
Justus Klapperich,55,1428,Enschede 2025-06-01 - Place: 1 Points: 1428.0,,
Scott Beeks,56,1428,Enschede 2025-06-01 - Place: 1 Points: 1428.0,,
Klara Schöttgen,57,1425,AmsterdamIndoor 2025-02-23 - Place: 3 Points: 854.0,Enschede 2025-06-01 - Place: 12 Points: 571.2,
Teo Kukuljan,58,1405,Enschede 2024-04-06 - Place: 2 Points: 1086.12,Enschede 2023-04-22 - Place: 6 Points: 319.2,
Basile Vitrai,59,1398,Amsterdam 2024-06-01 - Place: 5 Points: 794.64,Enschede 2024-04-06 - Place: 8 Points: 603.4,
Ludwig Branzk,60,1385,NK 2024-06-29 - Place: 9 Points: 613.2,Amsterdam 2024-06-01 - Place: 14 Points: 397.32,NK 2023-09-02 - Place: 11 Points: 374.64
Baptiste Maison,61,1362,Amsterdam 2023-06-17 - Place: 5 Points: 737.1,Amsterdam 2024-01-20 - Place: 7 Points: 624.4,
Hugues Maison,62,1362,Amsterdam 2023-06-17 - Place: 5 Points: 737.1,Amsterdam 2024-01-20 - Place: 7 Points: 624.4,
Ewout van den Pol,63,1345,Enschede 2024-04-06 - Place: 12 Points: 482.72,NK 2023-09-02 - Place: 7 Points: 468.3,Enschede 2023-11-26 - Place: 7 Points: 393.75
Adnan Jerbi,64,1334,Groningen 2024-02-11 - Place: 3 Points: 873.6,NK 2024-06-29 - Place: 14 Points: 459.9,
Louis Mareschal,65,1324,Amsterdam 2024-06-01 - Place: 1 Points: 1324.4,,
Koen Huits,66,1322,Groningen 2024-02-11 - Place: 8 Points: 546.0,Groningen 2024-05-04 - Place: 12 Points: 400.96,Amsterdam 2024-01-20 - Place: 13 Points: 374.64
Maarten van Beek,67,1303,NK 2023-09-02 - Place: 8 Points: 468.3,NK 2024-06-29 - Place: 14 Points: 459.9,Amsterdam 2024-01-20 - Place: 15 Points: 374.64
Jannah Sonnenschein,68,1288,EnschedeIndoor 2024-11-30 - Place: 6 Points: 625.8,GroningenIndoor 2025-01-19 - Place: 5 Points: 462.0,Groningen 2024-05-04 - Place: 19 Points: 200.48
Gauthier Vandamme,69,1192,Amsterdam 2024-06-01 - Place: 2 Points: 1191.96,,
Gilles Hublet,70,1192,Amsterdam 2024-06-01 - Place: 2 Points: 1191.96,,
Linde van Wambeke,71,1188,Groningen 2024-05-04 - Place: 7 Points: 501.2,Groningen 2024-02-11 - Place: 9 Points: 436.8,Amsterdam 2024-01-20 - Place: 24 Points: 249.76
Shauny Dieltjes,72,1139,Enschede 2025-06-01 - Place: 11 Points: 571.2,Groningen 2025-05-03 - Place: 7 Points: 488.25,Enschede 2023-04-22 - Place: 27 Points: 79.8
Joeri Vlassaks,73,1124,Amsterdam 2024-01-20 - Place: 2 Points: 1123.92,,
Martijn Paes,74,1124,Amsterdam 2024-01-20 - Place: 2 Points: 1123.92,,
Oriol Gonzalez,75,1106,Amsterdam 2023-06-17 - Place: 2 Points: 1105.65,,
Tavo Garcia,76,1106,Amsterdam 2023-06-17 - Place: 2 Points: 1105.65,,
Luca Marrer,77,1086,Enschede 2024-04-06 - Place: 2 Points: 1086.12,,
Cedric Omtzigt,78,1083,Enschede 2024-04-06 - Place: 12 Points: 482.72,Enschede 2023-11-26 - Place: 12 Points: 315.0,Enschede 2025-06-01 - Place: 17 Points: 285.6
Alberto Tiribello,79,1077,Amsterdam 2025-06-14 - Place: 2 Points: 1077.3,,
Olivier hui bon Hoa,80,1060,Amsterdam 2024-06-01 - Place: 3 Points: 1059.52,,
Jessica Borgers,81,1027,Amsterdam 2024-01-20 - Place: 6 Points: 749.28,Amsterdam 2023-06-17 - Place: 28 Points: 184.28,Groningen 2023-05-27 - Place: 19 Points: 92.96
Jan Schmitz,82,1014,Groningen 2025-05-03 - Place: 5 Points: 585.9,Enschede 2025-06-01 - Place: 16 Points: 428.4,
Jonas Klimt,83,1011,NK 2024-06-29 - Place: 9 Points: 613.2,Amsterdam 2024-06-01 - Place: 14 Points: 397.32,
Frank Buigel,84,1010,Groningen 2024-05-04 - Place: 12 Points: 400.96,Groningen 2024-02-11 - Place: 16 Points: 327.6,NK 2023-09-02 - Place: 14 Points: 280.98
Stan van der Enden,85,989,Amsterdam 2025-06-14 - Place: 7 Points: 598.5,Groningen 2025-05-03 - Place: 9 Points: 390.6,
Jorge Donayre,86,983,Amsterdam 2023-06-17 - Place: 3 Points: 982.8,,
Ilonka Thielen,87,974,Groningen 2024-05-04 - Place: 10 Points: 400.96,Groningen 2024-02-11 - Place: 13 Points: 327.6,Amsterdam 2023-06-17 - Place: 20 Points: 245.7
Lars Jürgensen,88,934,Amsterdam 2025-06-14 - Place: 11 Points: 478.8,UtrechtIndoor 2025-03-15 - Place: 8 Points: 455.0,
Thomas Turner,89,874,Amsterdam 2024-01-20 - Place: 4 Points: 874.16,,
Jonas Adriaenssens,90,874,Amsterdam 2024-01-20 - Place: 4 Points: 874.16,,
Yorik Maatman,91,870,Groningen 2024-02-11 - Place: 10 Points: 436.8,Amsterdam 2023-06-17 - Place: 17 Points: 245.7,NK 2023-09-02 - Place: 17 Points: 187.32
Jannes de Meyer,92,860,Amsterdam 2023-06-17 - Place: 4 Points: 859.95,,
Tuur Demaegdt,93,860,Amsterdam 2023-06-17 - Place: 4 Points: 859.95,,
Benjamin Gottwald,94,857,Enschede 2025-06-01 - Place: 5 Points: 856.8,,
Thomas Ungerer,95,857,Enschede 2025-06-01 - Place: 5 Points: 856.8,,
Thomas Beck,96,857,Enschede 2025-06-01 - Place: 6 Points: 856.8,,
Emil Wirsing,97,854,AmsterdamIndoor 2025-02-23 - Place: 3 Points: 854.0,,
Tom Ottenheim,98,832,UtrechtIndoor 2025-03-15 - Place: 6 Points: 546.0,Enschede 2025-06-01 - Place: 18 Points: 285.6,
Stijn Bakker,99,823,Amsterdam 2024-06-01 - Place: 9 Points: 529.76,NK 2023-09-02 - Place: 18 Points: 187.32,Enschede 2023-04-22 - Place: 23 Points: 106.4
Remco Klaasman,100,815,AmsterdamIndoor 2025-02-23 - Place: 8 Points: 533.75,NK 2023-09-02 - Place: 16 Points: 280.98,
Pim Jansen,101,808,EnschedeIndoor 2024-11-30 - Place: 12 Points: 417.2,Groningen 2025-05-03 - Place: 10 Points: 390.6,
Ulysse Couturier,102,795,Amsterdam 2024-06-01 - Place: 5 Points: 794.64,,
Sanne Schra,103,786,Groningen 2025-05-03 - Place: 6 Points: 585.9,Groningen 2024-05-04 - Place: 17 Points: 200.48,
Dante Vanderveken,104,749,Amsterdam 2024-01-20 - Place: 5 Points: 749.28,,
Konradin Müskens,105,735,Enschede 2024-04-06 - Place: 15 Points: 362.04,Amsterdam 2024-01-20 - Place: 18 Points: 249.76,Amsterdam 2023-06-17 - Place: 37 Points: 122.85
Lavinia Damaschin,106,720,Groningen 2024-05-04 - Place: 8 Points: 501.2,Groningen 2024-02-11 - Place: 19 Points: 218.4,
Jeremy Roth,107,718,Amsterdam 2025-06-14 - Place: 5 Points: 718.2,,
Tanja Henrich,108,718,Amsterdam 2025-06-14 - Place: 5 Points: 718.2,,
Beau Dysserinck,109,714,Enschede 2025-06-01 - Place: 8 Points: 714.0,,
Oscar Stolk,110,702,Amsterdam 2024-01-20 - Place: 14 Points: 374.64,Groningen 2024-02-11 - Place: 14 Points: 327.6,
Pieter van der Plas,111,681,NK 2023-09-02 - Place: 9 Points: 374.64,NK 2024-06-29 - Place: 18 Points: 306.6,
Tim van Caubergh,112,664,Groningen 2023-05-27 - Place: 2 Points: 418.32,Amsterdam 2023-06-17 - Place: 21 Points: 245.7,
Noah Mensch,113,662,Amsterdam 2024-06-01 - Place: 8 Points: 662.2,,
Solange schrijnder van Velzen,114,638,Amsterdam 2025-06-14 - Place: 10 Points: 478.8,Enschede 2023-04-22 - Place: 16 Points: 159.6,
Wouter van Tongeren,115,637,UtrechtIndoor 2025-03-15 - Place: 4 Points: 637.0,,
Maikel Schils,116,637,UtrechtIndoor 2025-03-15 - Place: 4 Points: 637.0,,
Britt Vankemenade,117,624,Amsterdam 2024-01-20 - Place: 8 Points: 624.4,,
Marie-alexia Teisseyre,118,624,Amsterdam 2024-01-20 - Place: 8 Points: 624.4,,
Bart Haddink,119,623,Groningen 2024-02-11 - Place: 11 Points: 436.8,Groningen 2023-05-27 - Place: 10 Points: 185.92,
Ben ten Berge,120,620,NK 2023-09-02 - Place: 9 Points: 374.64,Amsterdam 2023-06-17 - Place: 24 Points: 245.7,
Tabriz Popatia,121,614,Amsterdam 2023-06-17 - Place: 8 Points: 614.25,,
Paul Volle,122,614,Amsterdam 2023-06-17 - Place: 8 Points: 614.25,,
Quinten van Duin,123,577,Groningen 2024-02-11 - Place: 15 Points: 327.6,Amsterdam 2024-01-20 - Place: 19 Points: 249.76,
Niels van Weerdenburg,124,577,Groningen 2024-02-11 - Place: 15 Points: 327.6,Amsterdam 2024-01-20 - Place: 22 Points: 249.76,
Annabel Beiner,125,573,Amsterdam 2024-01-20 - Place: 24 Points: 249.76,Groningen 2024-05-04 - Place: 19 Points: 200.48,Amsterdam 2023-06-17 - Place: 40 Points: 122.85
Yannick Onstenk,126,540,Groningen 2024-05-04 - Place: 10 Points: 400.96,Groningen 2023-05-27 - Place: 14 Points: 139.44,
Han Holtmann,127,534,AmsterdamIndoor 2025-02-23 - Place: 7 Points: 533.75,,
Patrick Costa,128,534,AmsterdamIndoor 2025-02-23 - Place: 7 Points: 533.75,,
Milan Klaasman,129,534,AmsterdamIndoor 2025-02-23 - Place: 8 Points: 533.75,,
Lukas Donovan,130,532,Enschede 2023-04-22 - Place: 1 Points: 532.0,,
Birk Warnecke,131,532,Enschede 2023-04-22 - Place: 1 Points: 532.0,,
Daniel Horn,132,527,NK 2023-09-02 - Place: 13 Points: 280.98,Amsterdam 2023-06-17 - Place: 18 Points: 245.7,
Albert Gracia,133,522,EnschedeIndoor 2024-11-30 - Place: 8 Points: 521.5,,
Tessel van Manen,134,515,Amsterdam 2024-06-01 - Place: 18 Points: 264.88,Amsterdam 2024-01-20 - Place: 20 Points: 249.76,
Hauke Moeschke,135,501,Groningen 2024-05-04 - Place: 7 Points: 501.2,,
Adam Drong,136,486,Enschede 2025-06-01 - Place: 19 Points: 285.6,Groningen 2024-05-04 - Place: 18 Points: 200.48,
Tom Caniels,137,485,Enschede 2024-04-06 - Place: 15 Points: 362.04,Amsterdam 2023-06-17 - Place: 37 Points: 122.85,
Benedikt Meylahn,138,479,Amsterdam 2025-06-14 - Place: 11 Points: 478.8,,
Knut Satrang,139,479,Amsterdam 2025-06-14 - Place: 12 Points: 478.8,,
Bas Cornelissen,140,460,NK 2024-06-29 - Place: 13 Points: 459.9,,
Daan Beelen,141,460,NK 2024-06-29 - Place: 13 Points: 459.9,,
Burag Hançer,142,455,UtrechtIndoor 2025-03-15 - Place: 8 Points: 455.0,,
Adéla Janků,143,437,Groningen 2024-02-11 - Place: 12 Points: 436.8,,
Maximilian Kamphoff,144,428,Enschede 2025-06-01 - Place: 13 Points: 428.4,,
Marcel Michael,145,428,Enschede 2025-06-01 - Place: 13 Points: 428.4,,
Patrick Friebe,146,428,Enschede 2025-06-01 - Place: 16 Points: 428.4,,
David Geld,147,426,Enschede 2023-04-22 - Place: 3 Points: 425.6,,
Louis Blum,148,426,Enschede 2023-04-22 - Place: 3 Points: 425.6,,
Matthijs G,149,419,Groningen 2024-02-11 - Place: 18 Points: 218.4,Groningen 2024-05-04 - Place: 17 Points: 200.48,
Suzanne Slob,150,417,EnschedeIndoor 2024-11-30 - Place: 9 Points: 417.2,,
Jasper Zeevaarder,151,417,EnschedeIndoor 2024-11-30 - Place: 11 Points: 417.2,,
Roel van Gerner,152,417,EnschedeIndoor 2024-11-30 - Place: 12 Points: 417.2,,
Mathias Gerstner,153,397,Amsterdam 2024-06-01 - Place: 13 Points: 397.32,,
Shannon Dieltjes,154,381,Groningen 2024-05-04 - Place: 14 Points: 300.72,Enschede 2023-04-22 - Place: 27 Points: 79.8,
Twan Schoonen,155,375,Amsterdam 2024-01-20 - Place: 14 Points: 374.64,,
Casper Zomerdijk,156,375,Amsterdam 2024-01-20 - Place: 15 Points: 374.64,,
Martin Sievert,157,375,NK 2023-09-02 - Place: 11 Points: 374.64,,
Ruben Soerel,158,369,Amsterdam 2023-06-17 - Place: 13 Points: 368.55,,
Tomas Juch,159,369,Amsterdam 2023-06-17 - Place: 13 Points: 368.55,,
Jim Buhler,160,369,Amsterdam 2023-06-17 - Place: 14 Points: 368.55,,
Gadiel Rachelson,161,369,Amsterdam 2023-06-17 - Place: 14 Points: 368.55,,
Florian Verduijn,162,328,Groningen 2024-02-11 - Place: 14 Points: 327.6,,
Aart jan Lenstra,163,328,Groningen 2024-02-11 - Place: 16 Points: 327.6,,
Johannes Lang,164,325,Groningen 2023-05-27 - Place: 4 Points: 325.36,,
Kolja Jannes,165,319,Enschede 2023-04-22 - Place: 5 Points: 319.2,,
Lennart Wiepking,166,319,Enschede 2023-04-22 - Place: 5 Points: 319.2,,
Dennis Erlenbusch,167,315,Enschede 2023-11-26 - Place: 9 Points: 315.0,,
Anna We,168,315,Enschede 2023-11-26 - Place: 9 Points: 315.0,,
Lorenzo Palm,169,315,Enschede 2023-11-26 - Place: 10 Points: 315.0,,
Ben Frischen,170,315,Enschede 2023-11-26 - Place: 10 Points: 315.0,,
Vishesh Sawhney,171,310,Amsterdam 2024-01-20 - Place: 25 Points: 187.32,Amsterdam 2023-06-17 - Place: 34 Points: 122.85,
Rowan Westerduin,172,307,NK 2024-06-29 - Place: 17 Points: 306.6,,
Niels van Oostrum,173,307,NK 2024-06-29 - Place: 17 Points: 306.6,,
Bas Rudolphy,174,307,NK 2024-06-29 - Place: 18 Points: 306.6,,
Liam van Hees,175,307,NK 2024-06-29 - Place: 19 Points: 306.6,,
Stef Boot,176,307,NK 2024-06-29 - Place: 19 Points: 306.6,,
Tom Gobee,177,307,NK 2024-06-29 - Place: 20 Points: 306.6,,
Thomas van Echtelt,178,307,NK 2024-06-29 - Place: 20 Points: 306.6,,
Franka tabitha Etzel,179,301,Groningen 2024-05-04 - Place: 15 Points: 300.72,,
Lorenz Theobold,180,301,Groningen 2024-05-04 - Place: 15 Points: 300.72,,
Konstantin Dimov,181,299,Amsterdam 2023-06-17 - Place: 23 Points: 245.7,Enschede 2023-04-22 - Place: 33 Points: 53.2,
Milan Battistella,182,291,Amsterdam 2023-06-17 - Place: 30 Points: 184.28,Enschede 2023-04-22 - Place: 20 Points: 106.4,
Gijs Kamperman,183,286,Enschede 2025-06-01 - Place: 19 Points: 285.6,,
Mika Mundo,184,266,Enschede 2023-04-22 - Place: 7 Points: 266.0,,
Thomas Roine,185,266,Enschede 2023-04-22 - Place: 7 Points: 266.0,,
Anicea Saliba,186,265,Amsterdam 2024-06-01 - Place: 17 Points: 264.88,,
Lieze Dockx,187,250,Amsterdam 2024-01-20 - Place: 17 Points: 249.76,,
Pieter-jan Zwaan,188,250,Amsterdam 2024-01-20 - Place: 17 Points: 249.76,,
Gijs van Gerwen,189,250,Amsterdam 2024-01-20 - Place: 18 Points: 249.76,,
Singrid feitosa Alexandrino,190,250,Amsterdam 2024-01-20 - Place: 19 Points: 249.76,,
Remy Rousselle,191,250,Amsterdam 2024-01-20 - Place: 21 Points: 249.76,,
Antoine Sapena,192,250,Amsterdam 2024-01-20 - Place: 21 Points: 249.76,,
Rianne Voerman,193,250,Amsterdam 2024-01-20 - Place: 22 Points: 249.76,,
Steven Biemans,194,250,Amsterdam 2024-01-20 - Place: 23 Points: 249.76,,
Jesse M,195,246,Amsterdam 2023-06-17 - Place: 21 Points: 245.7,,
Mathijs de Groot,196,246,Amsterdam 2023-06-17 - Place: 24 Points: 245.7,,
Teo Constantinescu,197,241,Enschede 2024-04-06 - Place: 17 Points: 241.36,,
Miguel Dionisio,198,241,Enschede 2024-04-06 - Place: 17 Points: 241.36,,
Franka Etzel,199,218,Groningen 2024-02-11 - Place: 17 Points: 218.4,,
Lorenz Theobald,200,218,Groningen 2024-02-11 - Place: 17 Points: 218.4,,
Bauke van der Kooij,201,218,Groningen 2024-02-11 - Place: 18 Points: 218.4,,
Marian Haydn,202,218,Groningen 2024-02-11 - Place: 19 Points: 218.4,,
Dario Go,203,213,Enschede 2023-04-22 - Place: 9 Points: 212.8,,
Teelke Limbeck,204,213,Enschede 2023-04-22 - Place: 10 Points: 212.8,,
Gerrit Lang,205,213,Enschede 2023-04-22 - Place: 10 Points: 212.8,,
Guillaume Paris,206,200,Groningen 2024-05-04 - Place: 18 Points: 200.48,,
Nicole Ijff,207,187,Amsterdam 2024-01-20 - Place: 25 Points: 187.32,,
J van Wijhe,208,187,Amsterdam 2024-01-20 - Place: 26 Points: 187.32,,
Matthew Elworthy,209,187,Amsterdam 2024-01-20 - Place: 26 Points: 187.32,,
Iris Bunnig,210,187,Amsterdam 2024-01-20 - Place: 27 Points: 187.32,,
Leonoor Schiphorst,211,187,Amsterdam 2024-01-20 - Place: 27 Points: 187.32,,
Nadja van Kessel,212,187,Amsterdam 2024-01-20 - Place: 28 Points: 187.32,,
Emiel Prikkel,213,187,Amsterdam 2024-01-20 - Place: 28 Points: 187.32,,
David Moulin,214,186,Groningen 2023-05-27 - Place: 12 Points: 185.92,,
